source	target
C01639	C03125
C00097	C03492
C00097	C04352
C03492	C04352
C00097	C17234
C02291	C17234
C00099	C05665
C00099	C02642
C00099	C00135
C00099	C00386
C00135	C00386
C00099	C01152
C00099	C01262
C01152	C01262
C00099	C02385
C02385	C05340
C00100	C00349
C00100	C00163
C00100	C05983
C00100	C06002
C00100	C00288
C00100	C00683
C00288	C00683
C00100	C01794
C00100	C05467
C01794	C05467
C00100	C04253
C00100	C04570
C00894	C04253
C00894	C04570
C00100	C05337
C00100	C05449
C05337	C05449
C00100	C07296
C00100	C07297
C07296	C07297
C00100	C02557
C00100	C15973
C00100	C21018
C15973	C21018
C00100	C21906
C00100	C23013
C21906	C23013
C00101	C00415
C00101	C00504
C00101	C01026
C00143	C01026
C00213	C01026
C01026	C04253
C01026	C04570
C00101	C02430
C00101	C03294
C00234	C02430
C00234	C03294
C02430	C03294
C00101	C01242
C00101	C02972
C00143	C01242
C00143	C02972
C01242	C02972
C00101	C03838
C00101	C04376
C00234	C03838
C00234	C04376
C03838	C04376
C00101	C00445
C00445	C03838
C00445	C04376
C00101	C04677
C00101	C04734
C00234	C04677
C00234	C04734
C04677	C04734
C00103	C00668
C00103	C00197
C00103	C00236
C00103	C01231
C00197	C00236
C00197	C01231
C00236	C01231
C00103	C00718
C00103	C00369
C00369	C00718
C00103	C00394
C00104	C00130
C00104	C00159
C00104	C00275
C00159	C00275
C00104	C00329
C00104	C00352
C00329	C00352
C00104	C00490
C00104	C00531
C00490	C00531
C00104	C00738
C00104	C02965
C00738	C02965
C00104	C00794
C00104	C01096
C00794	C01096
C00104	C01097
C00104	C03785
C00106	C00429
C00106	C00299
C00106	C00620
C00299	C00620
C00106	C00526
C00106	C00672
C00526	C00672
C00109	C00188
C00109	C05984
C00109	C05335
C00109	C05703
C05335	C05703
C00109	C05688
C00109	C05699
C05688	C05699
C00109	C20905
C00110	C00621
C00110	C02189
C00110	C02863
C02189	C02863
C02189	C03862
C02863	C03862
C00110	C19803
C00110	C20722
C03862	C19803
C03862	C20722
C19803	C20722
C00110	C02732
C00110	C23154
C02732	C03862
C02732	C23154
C03862	C23154
C00111	C00184
C00111	C00118
C00111	C00354
C00118	C00354
C00111	C05378
C00118	C05378
C00111	C00279
C00111	C00447
C00279	C00447
C00111	C00577
C00111	C01094
C00577	C01094
C00112	C00342
C00112	C00343
C00112	C00705
C00342	C00705
C00343	C00705
C00114	C00588
C00114	C00157
C00114	C00416
C00157	C00416
C00116	C00577
C00116	C00124
C00116	C05401
C00124	C05401
C00116	C00162
C00116	C00422
C00162	C00422
C00162	C01885
C00116	C02112
C00162	C02112
C00116	C01177
C00116	C01225
C01177	C01225
C00117	C00119
C00117	C00121
C00117	C00301
C00117	C00199
C00117	C00620
C00117	C00118
C00117	C00231
C00231	C05382
C00117	C12214
C00117	C12215
C05382	C12214
C05382	C12215
C12214	C12215
C00118	C00577
C00118	C00236
C00118	C05345
C00279	C05345
C05345	C05382
C00231	C05345
C00119	C00147
C00119	C00130
C00119	C00262
C00130	C00262
C00119	C00144
C00119	C00242
C00144	C00242
C00119	C00153
C00119	C00455
C00153	C00455
C00119	C00253
C00119	C01185
C00253	C01185
C00119	C00295
C00119	C01103
C00295	C01103
C00119	C00385
C00119	C00655
C00385	C00655
C00119	C03722
C01185	C03722
C00119	C04051
C00119	C04677
C04051	C04677
C00119	C07649
C00119	C16634
C07649	C16634
C00119	C02380
C00119	C04646
C02380	C04646
C00119	C16614
C00119	C16615
C16614	C16615
C00119	C07648
C00119	C16619
C07648	C16619
C00120	C05921
C00120	C04681
C00120	C04735
C04681	C04735
C00120	C04682
C00120	C04736
C04682	C04736
C00120	C04727
C00120	C04763
C04727	C04763
C00120	C04801
C00120	C04827
C04801	C04827
C00122	C00149
C00122	C03794
C00122	C00164
C00122	C01061
C00164	C01061
C00122	C04677
C00122	C04823
C04677	C04823
C00122	C22395
C00122	C22441
C22395	C22441
C00123	C01645
C00123	C02047
C01645	C02047
C00124	C01697
C00124	C05796
C00124	C00137
C00124	C01235
C00137	C01235
C00124	C00159
C00124	C05400
C00159	C05400
C00124	C00243
C00124	C00267
C00243	C00267
C00124	C00794
C00124	C05399
C00794	C05399
C00124	C01190
C00124	C01290
C00124	C00195
C00124	C02686
C00124	C04737
C00124	C01613
C00492	C01613
C00124	C06126
C02686	C06126
C00124	C03692
C00124	C06037
C03692	C06037
C00124	C04884
C00124	C04911
C00124	C06135
C00124	C06136
C00124	C05404
C05402	C05404
C00124	C00984
C00124	C00319
C00124	C01747
C00125	C00390
C00125	C00399
C00126	C00390
C00126	C00399
C00125	C15602
C00125	C15603
C00126	C15602
C00126	C15603
C00129	C01143
C00129	C00235
C00129	C00341
C00235	C00341
C00129	C00448
C00341	C00448
C00129	C00353
C00353	C00448
C00129	C05859
C00448	C05859
C00129	C17432
C00448	C17432
C00130	C00294
C00130	C04734
C00130	C00655
C00130	C00144
C00131	C00159
C00131	C00275
C00159	C00206
C00206	C00275
C00131	C00329
C00131	C00352
C00206	C00329
C00206	C00352
C00131	C00738
C00131	C02965
C00206	C00738
C00206	C02965
C00131	C00794
C00131	C01096
C00206	C00794
C00206	C01096
C00132	C01573
C00132	C21151
C01573	C21151
C00134	C00170
C00134	C00315
C00134	C01137
C00170	C00315
C00170	C01137
C00315	C01137
C00135	C00388
C00135	C00785
C00135	C00334
C00135	C00884
C00334	C00884
C00135	C01643
C00135	C02988
C01643	C02988
C00136	C00246
C00136	C00288
C00136	C18026
C00288	C18026
C00137	C00191
C00137	C01177
C00137	C03546
C00137	C04006
C00137	C15585
C00138	C00410
C00138	C05498
C00139	C00410
C00139	C05498
C00410	C05498
C00138	C00735
C00138	C05488
C00139	C00735
C00139	C05488
C00735	C05488
C00138	C01176
C00138	C05497
C00139	C01176
C00139	C05497
C01176	C05497
C00138	C02140
C00138	C03205
C00139	C02140
C00139	C03205
C02140	C03205
C00138	C05487
C00138	C05489
C00139	C05487
C00139	C05489
C05487	C05489
C00138	C21920
C00139	C21920
C21918	C21920
C21920	C21921
C00140	C01674
C00140	C00357
C00140	C00461
C00140	C00645
C00140	C04010
C00140	C04755
C04010	C04755
C00140	C02189
C00140	C19802
C00140	C19803
C00140	C19804
C00141	C15972
C00141	C15977
C00143	C00445
C00143	C00440
C00143	C00364
C00143	C00365
C00143	C00415
C00364	C00365
C00364	C00415
C00365	C00415
C00144	C00387
C00144	C01261
C00144	C00942
C00145	C00496
C00145	C04090
C00496	C04090
C00145	C00283
C00145	C15496
C00145	C21740
C00145	C21741
C00283	C15496
C00283	C21740
C00283	C21741
C15496	C21740
C15496	C21741
C21740	C21741
C00147	C00170
C00147	C04188
C00170	C04188
C00147	C00212
C00147	C00620
C00212	C00620
C00147	C00559
C00147	C00672
C00559	C00672
C00148	C03912
C00148	C15602
C00148	C15603
C03912	C15602
C03912	C15603
C00148	C01649
C00148	C02702
C01649	C02702
C00151	C01879
C01879	C03740
C00152	C01637
C00152	C03402
C01637	C03402
C00153	C00301
C00153	C00253
C00153	C13051
C00253	C13051
C00153	C00613
C00153	C16011
C00613	C16011
C00153	C00620
C00153	C03150
C00620	C03150
C00153	C03245
C00153	C13050
C00153	C20742
C00153	C01997
C00153	C02415
C00153	C20658
C01997	C20658
C02415	C20658
C00153	C02188
C00153	C20743
C02188	C20658
C20658	C20743
C00153	C15972
C00153	C16240
C00153	C22690
C15972	C16240
C15972	C22690
C16240	C22690
C00154	C00249
C00154	C00318
C00154	C02990
C00318	C02990
C00154	C00473
C00154	C02588
C00473	C02588
C00154	C00899
C00154	C03455
C00899	C03455
C00154	C02743
C00154	C17202
C02743	C17202
C00154	C00996
C00154	C00999
C00154	C21943
C00996	C00999
C00996	C21943
C00999	C21943
C00154	C21072
C00996	C21072
C00999	C21072
C00156	C05847
C00156	C05848
C05847	C05848
C00156	C04146
C00156	C05809
C04146	C05809
C00156	C01230
C00156	C13425
C01230	C13425
C00156	C03885
C00156	C04145
C03885	C04145
C00157	C00162
C00157	C00670
C00162	C00670
C00162	C04230
C00162	C04233
C00157	C00219
C00219	C04230
C00157	C00370
C00157	C01958
C00370	C01958
C00370	C04230
C01958	C04230
C00157	C04680
C00157	C17276
C04233	C04680
C04233	C17276
C04680	C17276
C00157	C01595
C01595	C04230
C00157	C06427
C04230	C06427
C04233	C06427
C00157	C00473
C00157	C02075
C00473	C04233
C02075	C04233
C00157	C00195
C00157	C00550
C00195	C00550
C00195	C00641
C00550	C00641
C00158	C00311
C00158	C00417
C00159	C02492
C00159	C01335
C00159	C02478
C01335	C02478
C00159	C17207
C00160	C00988
C00162	C03024
C00162	C03161
C00162	C03547
C03024	C03547
C03161	C03547
C00162	C00187
C00162	C02530
C00162	C00195
C00162	C00319
C00162	C00350
C00162	C04438
C00162	C05973
C00350	C05973
C00162	C00370
C00162	C01958
C00162	C00641
C00641	C02112
C00162	C00958
C00162	C04517
C00958	C04517
C00162	C01233
C01233	C04438
C01233	C05973
C00162	C02737
C00162	C05974
C02737	C05974
C00162	C05102
C03024	C05102
C03161	C05102
C00162	C11547
C00162	C11548
C11547	C11548
C00162	C00836
C00162	C12126
C00162	C12144
C00162	C12145
C12144	C12145
C00162	C00899
C00162	C02075
C00899	C02075
C00162	C18125
C00162	C22237
C18125	C22237
C00162	C01194
C00162	C22400
C01194	C22400
C00162	C00416
C00162	C03974
C00416	C03974
C00163	C05983
C00164	C01089
C00166	C05852
C00166	C02763
C00167	C00190
C00168	C00258
C00168	C01146
C00169	C01563
C00170	C00750
C00750	C01137
C00170	C01672
C00170	C16565
C01137	C01672
C01137	C16565
C01672	C16565
C00173	C00685
C00173	C01209
C00229	C00685
C00685	C01209
C00173	C00416
C00229	C00416
C00177	C00853
C00177	C02823
C00853	C02823
C00178	C21028
C00178	C00214
C00178	C00672
C00214	C00672
C00180	C06206
C00180	C01416
C00180	C12448
C01416	C12448
C00181	C02266
C00181	C00379
C00183	C01653
C00183	C02554
C01653	C02554
C00185	C00221
C00187	C01164
C00187	C00662
C00187	C00667
C00187	C05500
C00662	C00667
C00662	C05500
C00667	C05500
C00187	C01802
C00187	C03024
C00187	C03161
C00187	C03594
C03024	C03594
C03161	C03594
C00187	C05502
C00662	C05502
C00667	C05502
C00187	C01953
C00187	C02373
C00662	C01953
C00662	C02373
C00667	C01953
C00667	C02373
C01953	C02373
C00187	C13550
C03024	C13550
C03161	C13550
C00187	C15610
C00662	C15610
C00667	C15610
C00187	C00599
C00188	C01651
C00188	C02992
C01651	C02992
C00188	C00288
C00188	C20641
C00288	C20641
C00189	C00346
C00189	C00347
C00189	C04080
C00347	C04080
C00189	C00416
C00350	C00416
C00189	C03968
C00189	C04476
C03968	C04476
C00189	C04756
C00189	C15647
C04756	C15647
C00189	C04635
C00189	C15646
C04635	C15646
C00189	C00219
C00189	C11695
C00219	C11695
C00191	C00800
C00191	C04900
C00191	C12632
C04900	C12632
C00191	C11173
C00191	C11376
C00191	C20380
C00191	C20383
C20380	C20383
C00194	C00536
C00194	C00853
C00536	C00853
C00194	C00541
C00194	C03024
C00194	C03161
C00536	C00541
C00536	C03024
C00536	C03161
C00541	C03024
C00541	C03161
C00195	C02960
C00195	C00588
C00550	C00588
C00195	C00996
C00195	C00999
C00195	C12126
C00996	C12126
C00999	C12126
C00195	C00221
C00221	C01190
C00195	C00962
C00962	C02686
C00195	C00350
C00350	C06062
C00641	C06062
C00197	C03232
C00197	C00615
C00197	C01159
C00197	C04262
C00615	C01159
C00615	C04262
C01159	C04262
C00197	C00631
C00198	C00257
C00198	C00221
C00199	C00309
C00199	C00345
C00199	C00231
C00201	C00215
C00201	C00239
C00201	C00881
C00239	C00454
C00239	C00881
C00454	C00881
C00201	C01117
C00201	C20864
C00206	C00360
C00206	C00342
C00206	C00343
C00208	C00369
C00208	C00721
C00369	C00721
C00208	C01935
C00212	C00294
C00214	C00364
C00215	C00454
C00217	C00819
C00217	C02237
C00219	C05956
C00219	C05966
C00219	C05356
C00219	C05965
C00219	C03024
C00219	C03161
C00219	C14748
C03024	C14748
C03161	C14748
C00219	C14749
C03024	C14749
C03161	C14749
C00219	C14771
C00219	C14770
C00219	C14769
C00219	C14768
C00219	C14778
C00219	C02249
C00219	C00909
C00221	C01172
C00221	C00267
C00221	C05394
C00221	C05403
C05394	C05403
C00221	C03742
C00221	C05143
C03742	C05143
C00221	C08334
C00221	C18796
C08334	C18796
C00221	C01594
C00221	C02659
C01594	C02659
C00221	C10208
C00221	C10216
C10208	C10216
C00221	C06563
C00221	C09126
C06563	C09126
C00221	C00389
C00221	C05623
C00389	C05623
C00221	C00509
C00221	C09099
C00509	C09099
C00226	C02843
C00229	C00249
C00229	C05764
C00249	C05764
C00229	C02679
C00229	C05223
C02679	C05223
C00229	C05744
C01209	C03939
C01209	C05744
C03939	C05744
C00229	C05759
C01209	C05223
C01209	C05759
C05223	C05759
C00229	C05745
C00229	C05746
C01209	C05745
C01209	C05746
C05745	C05746
C00229	C05749
C00229	C05750
C01209	C05749
C01209	C05750
C05749	C05750
C00229	C05752
C00229	C05753
C01209	C05752
C01209	C05753
C05752	C05753
C00229	C05755
C00229	C05756
C01209	C05755
C01209	C05756
C05755	C05756
C00229	C05761
C00229	C05762
C01209	C05761
C01209	C05762
C05761	C05762
C00229	C16219
C01209	C05764
C01209	C16219
C05764	C16219
C00229	C16236
C00229	C16240
C05752	C16236
C05752	C16240
C16236	C16240
C00229	C16237
C00229	C16239
C16237	C16239
C16237	C16240
C16239	C16240
C00229	C06423
C05752	C06423
C00229	C01571
C01571	C05755
C00229	C19673
C00229	C20372
C01209	C19673
C01209	C20372
C19673	C20372
C00229	C20375
C00229	C20376
C01209	C20375
C01209	C20376
C20375	C20376
C00229	C00638
C00229	C20683
C00638	C20683
C00229	C22158
C00229	C22160
C05752	C22158
C05752	C22160
C22158	C22160
C00229	C22157
C00229	C22159
C05752	C22157
C05752	C22159
C22157	C22159
C00231	C00310
C00233	C15972
C00233	C15975
C00234	C00445
C00235	C04432
C00235	C17324
C04432	C17324
C00236	C01159
C00237	C00389
C00237	C04524
C00389	C04524
C00239	C00365
C00239	C00705
C00239	C00458
C00242	C00385
C00242	C00330
C00242	C00672
C00330	C00672
C00242	C00387
C00242	C00620
C00387	C00620
C00242	C01449
C00242	C01977
C00242	C01978
C01449	C01977
C01449	C01978
C01977	C01978
C00245	C00506
C00245	C01794
C00245	C05122
C01794	C05122
C00245	C05337
C00245	C05465
C05337	C05465
C00247	C01507
C00248	C00579
C00249	C02743
C00249	C17202
C00249	C03024
C00249	C03161
C00249	C18218
C03024	C18218
C03161	C18218
C00253	C00620
C00253	C05841
C00620	C05841
C00253	C20742
C13051	C20742
C00255	C01007
C00257	C00345
C00258	C00577
C00258	C00631
C00259	C00532
C00262	C00294
C00262	C00620
C00294	C00620
C00262	C00672
C00262	C05512
C00672	C05512
C00264	C00640
C00265	C01119
C00265	C02059
C00265	C05849
C01119	C02059
C01119	C05849
C02059	C05849
C00265	C01628
C00265	C16711
C01119	C01628
C01119	C16711
C01628	C16711
C00265	C00828
C00265	C20265
C00828	C01119
C00828	C20265
C01119	C20265
C00267	C00668
C00267	C00794
C00267	C00369
C00267	C00718
C00268	C15522
C00270	C06241
C00270	C01290
C00270	C04730
C00270	C02686
C00270	C06128
C02686	C06128
C00270	C04884
C00270	C06135
C00270	C04911
C00270	C04927
C00270	C06139
C00270	C06140
C06139	C06140
C00270	C06141
C00272	C04244
C00272	C03684
C00272	C21640
C00272	C02953
C00275	C00636
C00275	C05345
C00280	C03772
C00280	C00535
C00280	C01227
C00280	C05290
C03024	C05290
C03161	C05290
C00280	C05296
C03024	C05296
C03161	C05296
C00280	C00662
C00280	C00667
C00280	C05284
C00662	C05284
C00667	C05284
C00280	C20252
C00280	C00674
C00283	C02743
C00283	C21440
C00342	C02743
C00342	C21440
C00343	C02743
C00343	C21440
C00288	C03069
C00288	C03231
C03069	C03231
C00288	C04419
C00288	C06250
C00288	C20969
C00295	C00337
C00295	C15602
C00295	C15603
C00337	C15602
C00337	C15603
C00299	C00475
C00300	C02305
C00301	C00613
C00301	C16011
C00301	C13050
C00310	C00379
C00311	C05379
C00311	C00417
C00312	C00379
C00312	C00618
C00314	C00627
C00315	C00986
C00315	C07281
C00315	C07282
C00986	C07281
C00986	C07282
C07281	C07282
C00315	C15853
C00318	C01944
C00318	C02838
C01944	C02838
C00319	C06124
C00325	C02985
C00325	C00694
C00325	C01311
C00694	C01311
C00325	C02900
C00325	C04648
C02900	C04648
C00325	C04656
C00325	C04850
C04656	C04850
C00325	C01222
C00325	C14830
C00327	C05933
C00533	C05933
C00327	C00543
C00327	C03626
C00543	C03626
C00328	C03227
C00330	C00362
C00332	C01144
C00334	C00555
C00337	C00438
C00339	C03129
C00339	C03372
C00339	C03715
C03129	C03372
C03129	C03715
C03372	C03715
C00339	C02843
C00339	C01629
C01629	C02843
C00342	C00361
C00343	C00361
C00342	C03023
C00342	C03895
C00343	C03023
C00343	C03895
C03023	C03895
C00342	C03723
C00342	C04232
C00343	C03723
C00343	C04232
C03723	C04232
C00342	C15653
C00343	C15653
C03023	C15653
C00342	C00427
C00342	C00639
C00343	C00427
C00343	C00639
C00427	C00639
C00342	C21748
C00342	C21750
C00343	C21748
C00343	C21750
C21748	C21750
C00342	C01335
C00342	C15498
C00343	C01335
C00343	C15498
C00345	C01236
C00346	C00350
C00346	C00641
C00346	C00517
C00346	C01120
C00517	C01120
C00346	C06123
C00346	C06124
C06123	C06124
C00349	C01188
C00355	C03758
C00356	C00418
C00356	C03231
C00357	C04501
C00360	C00559
C00361	C00362
C00363	C00364
C00363	C00459
C00364	C00459
C00365	C01346
C00365	C00526
C00365	C00460
C00370	C02843
C00370	C22215
C02843	C22215
C00376	C02094
C00376	C00473
C00377	C02506
C00377	C03024
C00377	C03161
C02506	C03024
C02506	C03161
C00377	C03336
C03024	C03336
C03161	C03336
C00377	C00662
C00377	C00667
C00377	C01058
C00662	C01058
C00667	C01058
C00378	C01081
C00381	C22975
C00385	C00620
C00385	C01762
C00620	C01762
C00390	C04253
C00390	C04570
C00399	C04253
C00399	C04570
C00401	C01490
C00407	C01644
C00407	C03127
C01644	C03127
C00410	C04042
C00410	C03681
C00410	C01176
C00410	C03024
C00410	C03161
C00410	C03205
C03024	C03205
C03161	C03205
C00410	C01953
C00410	C05479
C00412	C00510
C00412	C00996
C00412	C00999
C00510	C00996
C00510	C00999
C00412	C16218
C00412	C01530
C00415	C00504
C00416	C00641
C00416	C00605
C00416	C03121
C00416	C04195
C03121	C04195
C00416	C04248
C00416	C15658
C04248	C15658
C00416	C19776
C00417	C00490
C00418	C01107
C00418	C00772
C00419	C03463
C00422	C00605
C00605	C00641
C00427	C00584
C00427	C00696
C00427	C01312
C00427	C02198
C00429	C02642
C00430	C00931
C00439	C03680
C00445	C03479
C00445	C00664
C00446	C00984
C00447	C05382
C00448	C03428
C00448	C00751
C00448	C20119
C00448	C20120
C20119	C20120
C00450	C04076
C00450	C00956
C00454	C01117
C00455	C03150
C00458	C00705
C00460	C01346
C00461	C01674
C00468	C00951
C00468	C05298
C00468	C05300
C00472	C00530
C00473	C00662
C00473	C00667
C00473	C21797
C00662	C21797
C00667	C21797
C00483	C03758
C00486	C00500
C00510	C00712
C00510	C21935
C00996	C21935
C00999	C21935
C00519	C00606
C00519	C01678
C00521	C00964
C00521	C03024
C00521	C03161
C00964	C03024
C00964	C03161
C00521	C02452
C02452	C03024
C02452	C03161
C00523	C00674
C00523	C03852
C00525	C15605
C00526	C00881
C00527	C04253
C00527	C04570
C00877	C04253
C00877	C04570
C00527	C06157
C00527	C15973
C06157	C15973
C00527	C02411
C02411	C04253
C02411	C04570
C00534	C00647
C00535	C03917
C00535	C05293
C00535	C04295
C00535	C05294
C03024	C05294
C03161	C05294
C00535	C05291
C03024	C05291
C03161	C05291
C00536	C03684
C03684	C04895
C00536	C06505
C00536	C06506
C06505	C06506
C00536	C05774
C00536	C06508
C05774	C06508
C00536	C06504
C03024	C06504
C03024	C06506
C03161	C06504
C03161	C06506
C06504	C06506
C00544	C01036
C00544	C01179
C00546	C00937
C00546	C05999
C00559	C05512
C00576	C00719
C00583	C05999
C00584	C04707
C00584	C00639
C00585	C01167
C00590	C15805
C00591	C01200
C00599	C03091
C00599	C03238
C00601	C07086
C00605	C01885
C00605	C02112
C00613	C03022
C00613	C01432
C00613	C21466
C01432	C21466
C00615	C04261
C00618	C00800
C00619	C01034
C00619	C02797
C00619	C02940
C00620	C07649
C00620	C16633
C07649	C16633
C00620	C15586
C00620	C15587
C15586	C15587
C00621	C03021
C00621	C04213
C00621	C11572
C03021	C04213
C03021	C11572
C04213	C11572
C00625	C00686
C00625	C03000
C00630	C15973
C00630	C15977
C15973	C15977
C00631	C01159
C00632	C04409
C00637	C00954
C00638	C02843
C00638	C03024
C00638	C03161
C00638	C21886
C03024	C21886
C03161	C21886
C00639	C05960
C00639	C00696
C00640	C00658
C00640	C05067
C00641	C01177
C00641	C01194
C01177	C01194
C00641	C01245
C00641	C04637
C01245	C04637
C00641	C01220
C00641	C01277
C01220	C01277
C00642	C03765
C00643	C00780
C00643	C05648
C00645	C04257
C00655	C01762
C00655	C00700
C00655	C04392
C00700	C04392
C00658	C02843
C00658	C01086
C00662	C01124
C00662	C02140
C00667	C01124
C00667	C02140
C01124	C02140
C00662	C01780
C00667	C01780
C01124	C01780
C00662	C01301
C00662	C05446
C00667	C01301
C00667	C05446
C01301	C05446
C00662	C01561
C00662	C01673
C00667	C01561
C00667	C01673
C01561	C01673
C00662	C05501
C00667	C05501
C01953	C05501
C02373	C05501
C00662	C05138
C00662	C05499
C00667	C05138
C00667	C05499
C02373	C05138
C02373	C05499
C05138	C05499
C00662	C05444
C00662	C05452
C00667	C05444
C00667	C05452
C05444	C05452
C00662	C05454
C00667	C05454
C05446	C05454
C05500	C05501
C05501	C05502
C00662	C04554
C00662	C05445
C00667	C04554
C00667	C05445
C04554	C05445
C00662	C04722
C00667	C04722
C01301	C04722
C00662	C03205
C00667	C03205
C01780	C03205
C00662	C18231
C00667	C18231
C01673	C18231
C00662	C07712
C00667	C07712
C01561	C07712
C04722	C05454
C07712	C18231
C00665	C05345
C00668	C01172
C00668	C05345
C00671	C15972
C00671	C15979
C00672	C00673
C00672	C07649
C00672	C11736
C07649	C11736
C00672	C15587
C00672	C20463
C15587	C20463
C00673	C01801
C00674	C07635
C00674	C03917
C00676	C02269
C00681	C01885
C00683	C01213
C00695	C01794
C00695	C02528
C00695	C03024
C00695	C03161
C02528	C03024
C02528	C03161
C00696	C05959
C00712	C03024
C00712	C03161
C00712	C19616
C03024	C19616
C03161	C19616
C00712	C19670
C00717	C01370
C00722	C15588
C00735	C00762
C00735	C03024
C00735	C03161
C00735	C05497
C00735	C05489
C00735	C05471
C00740	C02532
C00751	C03428
C00751	C01054
C00751	C03024
C00751	C03161
C01054	C03024
C01054	C03161
C00756	C01545
C00759	C01022
C00762	C03588
C00762	C05469
C00777	C03024
C00777	C03161
C00777	C16679
C03024	C16679
C03161	C16679
C00777	C16680
C00777	C16677
C03024	C16677
C03161	C16677
C00778	C02456
C00780	C05647
C00785	C03680
C00798	C22401
C00798	C22402
C22401	C22402
C00798	C22405
C00798	C22406
C22405	C22406
C00800	C01040
C00804	C05985
C00811	C01197
C00811	C16828
C01197	C16828
C00818	C02670
C00828	C05819
C00829	C14786
C00829	C14787
C00831	C01134
C00831	C00864
C00831	C01678
C00864	C01678
C00835	C02953
C00836	C01120
C00836	C02934
C00836	C00996
C00836	C00999
C00836	C12144
C00996	C12144
C00999	C12144
C00842	C02097
C00842	C11907
C00857	C01185
C00864	C03492
C00865	C01356
C00868	C02764
C00870	C03360
C00870	C06604
C00870	C06607
C06604	C06607
C00870	C06606
C00870	C06608
C06606	C06608
C00877	C01144
C00877	C02411
C00877	C05116
C00882	C01134
C00894	C05668
C00899	C02110
C00899	C03889
C00899	C04233
C03455	C03889
C03455	C04233
C03889	C04233
C00909	C02165
C00909	C05356
C00911	C02520
C00923	C00924
C00931	C01024
C00951	C05301
C00951	C05141
C00956	C04076
C00957	C05823
C00986	C15853
C00986	C15854
C07281	C15853
C07281	C15854
C15853	C15854
C00991	C05227
C00996	C02050
C00996	C03035
C00999	C02050
C00999	C03035
C02050	C03035
C00996	C04530
C00996	C04814
C00999	C04530
C00999	C04814
C04530	C04814
C00996	C04475
C00996	C04756
C00999	C04475
C00999	C04756
C04475	C04756
C00996	C11509
C00999	C11509
C04814	C11509
C00996	C04840
C00999	C04840
C04840	C11509
C00996	C12145
C00999	C12145
C12126	C12145
C00996	C01164
C00996	C01189
C00999	C01164
C00999	C01189
C01164	C01189
C00996	C15782
C00996	C15783
C00999	C15782
C00999	C15783
C15782	C15783
C00996	C15777
C00996	C15780
C00999	C15777
C00999	C15780
C15777	C15780
C00996	C05108
C00996	C15808
C00999	C05108
C00999	C15808
C05108	C15808
C00996	C16162
C00996	C16163
C00999	C16162
C00999	C16163
C16162	C16163
C04530	C04840
C00996	C21020
C00999	C21020
C12145	C21020
C00996	C02249
C00996	C03595
C00999	C02249
C00999	C03595
C02249	C03595
C00996	C16164
C00996	C16165
C00999	C16164
C00999	C16165
C16164	C16165
C00996	C16167
C00996	C16168
C00999	C16167
C00999	C16168
C16167	C16168
C00996	C16171
C00996	C16172
C00999	C16171
C00999	C16172
C16171	C16172
C00996	C16530
C00996	C21937
C00999	C16530
C00999	C21937
C16530	C21937
C00996	C21939
C00999	C21939
C21937	C21939
C00996	C16179
C00999	C16179
C16164	C16179
C00996	C16180
C00999	C16180
C03595	C16180
C00996	C05103
C00996	C22112
C00999	C05103
C00999	C22112
C05103	C22112
C00997	C01000
C01003	C03875
C01013	C05668
C01015	C01877
C01019	C02985
C01019	C18028
C01024	C01051
C01031	C14180
C01033	C03345
C01033	C04253
C01033	C04570
C03345	C04253
C03345	C04570
C01034	C03836
C01036	C01061
C01051	C03263
C01054	C01724
C01058	C01985
C01060	C01382
C01060	C05590
C01079	C03263
C01086	C01122
C01107	C01143
C01115	C01825
C01117	C04212
C01132	C01290
C01132	C06135
C01132	C03272
C01132	C04925
C01132	C04737
C01132	C04730
C01132	C04884
C01132	C18060
C01132	C03405
C01132	C22467
C01134	C04352
C01141	C04141
C01149	C01181
C01157	C04281
C01157	C15602
C01157	C15603
C04281	C15602
C04281	C15603
C01161	C04043
C01164	C05107
C01165	C03287
C01168	C02067
C01171	C03735
C01172	C01236
C01172	C05345
C01176	C04518
C01176	C05488
C03024	C05488
C03161	C05488
C01176	C05138
C01176	C22831
C01177	C04062
C01177	C04299
C01179	C05350
C01179	C11527
C01179	C03198
C01180	C22315
C01183	C02846
C01185	C05841
C01188	C04047
C01189	C03845
C01189	C05111
C01189	C05439
C01194	C01277
C01194	C04549
C01194	C11557
C01204	C04563
C01204	C01284
C01204	C11526
C01204	C11174
C01205	C21029
C01220	C03546
C01220	C01245
C01222	C14830
C01227	C04295
C01227	C05139
C01227	C18045
C03024	C18045
C03161	C18045
C01227	C20252
C01228	C04494
C01239	C02871
C01239	C04375
C02871	C04375
C01240	C03418
C01243	C04063
C01243	C01272
C01243	C04477
C01243	C04062
C01244	C04367
C01245	C01272
C01245	C11555
C01245	C01284
C01252	C01717
C01256	C01293
C01272	C01284
C01277	C04637
C01277	C11554
C01284	C04477
C01284	C04520
C01284	C11555
C01308	C04726
C01335	C01371
C01335	C03024
C01335	C03161
C01371	C03024
C01371	C03161
C01335	C07292
C01335	C07293
C07292	C07293
C07292	C15498
C07293	C15498
C01344	C01345
C01344	C06196
C01345	C06196
C01380	C06548
C01382	C16732
C01382	C16733
C05590	C16732
C05590	C16733
C16732	C16733
C01382	C16731
C05590	C16731
C01432	C02188
C01432	C21467
C02188	C21467
C01432	C02743
C01432	C21468
